Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[151]    0.0    0.00    0.00    3612         std::__shared_ptr<Board, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [151]
                0.00    0.00    3612/3612        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [152]
-----------------------------------------------
                0.00    0.00    3612/3612        std::__shared_ptr<Board, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [151]
[152]    0.0    0.00    0.00    3612         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [152]
                0.00    0.00    3612/3612        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [153]
-----------------------------------------------
                0.00    0.00    3612/3612        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [152]
[153]    0.0    0.00    0.00    3612         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [153]
                0.00    0.00    1627/1627        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [263]
                0.00    0.00    1627/1627        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
-----------------------------------------------
                0.00    0.00    1720/3600        std::_Rb_tree_iterator<Heuristic> std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_insert_<Heuristic const&, std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, Heuristic const&, std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_Alloc_node&) [243]
                0.00    0.00    1880/3600        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_get_insert_unique_pos(Heuristic const&) [229]
[154]    0.0    0.00    0.00    3600         std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_end() [154]
-----------------------------------------------
                0.00    0.00       1/3565        main [1]
                0.00    0.00    1627/3565        void std::_Destroy<Board>(Board*) [268]
                0.00    0.00    1937/3565        minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
[155]    0.0    0.00    0.00    3565         Board::~Board() [155]
-----------------------------------------------
                0.00    0.00    3564/3564        std::bitset<361ul>::none() const [157]
[156]    0.0    0.00    0.00    3564         std::_Base_bitset<6ul>::_M_is_any() const [156]
-----------------------------------------------
                0.00    0.00    3564/3564        Board::generateTransposedBoard() [17]
[157]    0.0    0.00    0.00    3564         std::bitset<361ul>::none() const [157]
                0.00    0.00    3564/3564        std::_Base_bitset<6ul>::_M_is_any() const [156]
-----------------------------------------------
                0.00    0.00    3564/3564        Board::generateTransposedBoard() [17]
[158]    0.0    0.00    0.00    3564         std::bitset<361ul>::size() const [158]
-----------------------------------------------
                0.00    0.00    3564/3564        Board::generateTransposedBoard() [17]
[159]    0.0    0.00    0.00    3564         __gnu_cxx::__enable_if<__is_integer<unsigned long>::__value, double>::__type std::sqrt<unsigned long>(unsigned long) [159]
-----------------------------------------------
                0.00    0.00    3440/3440        std::_Rb_tree_node<Heuristic>::_M_valptr() [162]
[160]    0.0    0.00    0.00    3440         __gnu_cxx::__aligned_membuf<Heuristic>::_M_ptr() [160]
                0.00    0.00    3440/3440        __gnu_cxx::__aligned_membuf<Heuristic>::_M_addr() [161]
-----------------------------------------------
                0.00    0.00    3440/3440        __gnu_cxx::__aligned_membuf<Heuristic>::_M_ptr() [160]
[161]    0.0    0.00    0.00    3440         __gnu_cxx::__aligned_membuf<Heuristic>::_M_addr() [161]
-----------------------------------------------
                0.00    0.00    1720/3440        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_destroy_node(std::_Rb_tree_node<Heuristic>*) [247]
                0.00    0.00    1720/3440        void std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_construct_node<Heuristic const&>(std::_Rb_tree_node<Heuristic>*, Heuristic const&) [248]
[162]    0.0    0.00    0.00    3440         std::_Rb_tree_node<Heuristic>::_M_valptr() [162]
                0.00    0.00    3440/3440        __gnu_cxx::__aligned_membuf<Heuristic>::_M_ptr() [160]
-----------------------------------------------
                0.00    0.00    3321/3321        Pattern::compareBoardsWithPattern(std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >) [301]
[163]    0.0    0.00    0.00    3321         __gnu_cxx::__normal_iterator<std::bitset<4ul>*, std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > > >::operator*() const [163]
-----------------------------------------------
                0.00    0.00    1627/3254        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Board, std::allocator<void>, Board const&>(Board*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, Board const&) [11]
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
[164]    0.0    0.00    0.00    3254         std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocator<void>(std::allocator<void> const&) [164]
                0.00    0.00    3254/3254        std::__new_allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::__new_allocator() [169]
-----------------------------------------------
                0.00    0.00    1627/3254        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Board, std::allocator<void>, Board const&>(Board*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, Board const&) [11]
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
[165]    0.0    0.00    0.00    3254         std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [165]
                0.00    0.00    3254/3254        std::__new_allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [170]
-----------------------------------------------
                0.00    0.00    3254/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [171]
[166]    0.0    0.00    0.00    3254         std::_Sp_ebo_helper<0, std::allocator<void>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<void>, true>&) [166]
-----------------------------------------------
                0.00    0.00    1627/3254        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [267]
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
[167]    0.0    0.00    0.00    3254         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [167]
                0.00    0.00    3254/3254        std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [172]
-----------------------------------------------
                0.00    0.00    1627/3254        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Board, std::allocator<void>, Board const&>(Board*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, Board const&) [11]
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
[168]    0.0    0.00    0.00    3254         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [168]
                0.00    0.00    1627/1627        std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [259]
-----------------------------------------------
                0.00    0.00    3254/3254        std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocator<void>(std::allocator<void> const&) [164]
[169]    0.0    0.00    0.00    3254         std::__new_allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::__new_allocator() [169]
-----------------------------------------------
                0.00    0.00    3254/3254        std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [165]
[170]    0.0    0.00    0.00    3254         std::__new_allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [170]
-----------------------------------------------
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [263]
                0.00    0.00    1627/3254        std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [262]
[171]    0.0    0.00    0.00    3254         std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [171]
                0.00    0.00    3254/3254        std::_Sp_ebo_helper<0, std::allocator<void>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<void>, true>&) [166]
-----------------------------------------------
                0.00    0.00    3254/3254        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [167]
[172]    0.0    0.00    0.00    3254         std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Board, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [172]
-----------------------------------------------
                0.00    0.00    3150/3150        Pattern::compareBoardsWithPattern(std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >) [301]
[173]    0.0    0.00    0.00    3150         __gnu_cxx::__normal_iterator<std::bitset<4ul>*, std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > > >::operator++() [173]
-----------------------------------------------
                0.00    0.00    1560/3120        std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, Board::PatternType const&) [215]
                0.00    0.00    1560/3120        std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [211]
[174]    0.0    0.00    0.00    3120         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node_base const*) [174]
                0.00    0.00    3120/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > const*) [83]
-----------------------------------------------
                0.00    0.00    1250/2705        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_get_insert_unique_pos(Heuristic const&) [229]
                0.00    0.00    1455/2705        std::_Rb_tree_iterator<Heuristic> std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_insert_<Heuristic const&, std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, Heuristic const&, std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_Alloc_node&) [243]
[175]    0.0    0.00    0.00    2705         std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_S_key(std::_Rb_tree_node_base const*) [175]
                0.00    0.00    2705/8099        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_S_key(std::_Rb_tree_node<Heuristic> const*) [103]
-----------------------------------------------
                0.00    0.00     520/2600        std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::size() const [310]
                0.00    0.00    2080/2600        std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, Board::PatternType const&) [215]
[176]    0.0    0.00    0.00    2600         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::size() const [176]
-----------------------------------------------
                0.00    0.00     520/2600        Pattern::Pattern() [302]
                0.00    0.00     520/2600        std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::vector(std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > > const&) [339]
                0.00    0.00     520/2600        std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_S_check_init_len(unsigned long, std::allocator<std::bitset<4ul> > const&) [335]
                0.00    0.00    1040/2600        std::_Vector_base<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_Vector_impl::~_Vector_impl() [283]
[177]    0.0    0.00    0.00    2600         std::allocator<std::bitset<4ul> >::~allocator() [177]
                0.00    0.00    2600/2600        std::__new_allocator<std::bitset<4ul> >::~__new_allocator() [179]
-----------------------------------------------
                0.00    0.00     520/2600        std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::vector(std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > > const&) [339]
                0.00    0.00    1040/2600        std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::~vector() [293]
                0.00    0.00    1040/2600        void std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_M_range_initialize<std::bitset<4ul> const*>(std::bitset<4ul> const*, std::bitset<4ul> const*, std::forward_iterator_tag) [336]
[178]    0.0    0.00    0.00    2600         std::_Vector_base<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_M_get_Tp_allocator() [178]
-----------------------------------------------
                0.00    0.00    2600/2600        std::allocator<std::bitset<4ul> >::~allocator() [177]
[179]    0.0    0.00    0.00    2600         std::__new_allocator<std::bitset<4ul> >::~__new_allocator() [179]
-----------------------------------------------
                0.00    0.00     520/2477        Board::extractPatterns(int, int, int, int) const [48]
                0.00    0.00    1957/2477        Board::setPos(int, int, int) [46]
[180]    0.0    0.00    0.00    2477         Board::coordinateToDiag1D(int, int) const [180]
-----------------------------------------------
                0.00    0.00     520/2477        Board::extractPatterns(int, int, int, int) const [48]
                0.00    0.00    1957/2477        Board::setPos(int, int, int) [46]
[181]    0.0    0.00    0.00    2477         Board::coordinateToAntiDiag1D(int, int) const [181]
-----------------------------------------------
                0.00    0.00     520/2477        Board::extractPatterns(int, int, int, int) const [48]
                0.00    0.00    1957/2477        Board::setPos(int, int, int) [46]
[182]    0.0    0.00    0.00    2477         Board::coordinateToTranspose1D(int, int) const [182]
-----------------------------------------------
                0.00    0.00     520/2240        std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*&, std::_Rb_tree_node_base*&) [333]
                0.00    0.00    1720/2240        std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<Heuristic>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<Heuristic>*&, std::_Rb_tree_node_base*&) [241]
[183]    0.0    0.00    0.00    2240         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [183]
-----------------------------------------------
                0.00    0.00    2145/2145        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_begin() [185]
[184]    0.0    0.00    0.00    2145         std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_mbegin() const [184]
-----------------------------------------------
                0.00    0.00     265/2145        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::~_Rb_tree() [40]
                0.00    0.00    1880/2145        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_get_insert_unique_pos(Heuristic const&) [229]
[185]    0.0    0.00    0.00    2145         std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_begin() [185]
                0.00    0.00    2145/2145        std::_Rb_tree<Heuristic, Heuristic, std::_Identity<Heuristic>, CompareHeuristic, std::allocator<Heuristic> >::_M_mbegin() const [184]
-----------------------------------------------
                0.00    0.00    2080/2080        std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, Board::PatternType const&) [215]
[186]    0.0    0.00    0.00    2080         std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_const_cast() const [186]
                0.00    0.00    2080/13520       std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [84]
-----------------------------------------------
                0.00    0.00    2080/2080        std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::operator[](Board::PatternType&&) [200]
[187]    0.0    0.00    0.00    2080         std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::key_comp() const [187]
                0.00    0.00    2080/2080        std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::key_comp() const [190]
-----------------------------------------------
                0.00    0.00    2080/2080        std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > > std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_emplace_hint_unique<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::pair<Board::PatternType, std::bitset<4ul> >&&) [214]
[188]    0.0    0.00    0.00    2080         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Auto_node::_M_key() const [188]
                0.00    0.00    2080/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > const*) [83]
-----------------------------------------------
                0.00    0.00    2080/2080        std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >* std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_clone_node<false, std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Alloc_node>(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Alloc_node&) [208]
[189]    0.0    0.00    0.00    2080         std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >* std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Alloc_node::operator()<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::pair<Board::PatternType const, std::bitset<4ul> > const&) const [189]
                0.00    0.00    2080/12480       std::pair<Board::PatternType const, std::bitset<4ul> > const& std::forward<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::remove_reference<std::pair<Board::PatternType const, std::bitset<4ul> > const&>::type&) [86]
                0.00    0.00    2080/2080        std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >* std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_create_node<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::pair<Board::PatternType const, std::bitset<4ul> > const&) [209]
-----------------------------------------------
                0.00    0.00    2080/2080        std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::key_comp() const [187]
[190]    0.0    0.00    0.00    2080         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::key_comp() const [190]
-----------------------------------------------
                0.00    0.00     520/2080        std::vector<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_S_check_init_len(unsigned long, std::allocator<std::bitset<4ul> > const&) [335]
                0.00    0.00     520/2080        std::allocator_traits<std::allocator<std::bitset<4ul> > >::select_on_container_copy_construction(std::allocator<std::bitset<4ul> > const&) [323]
                0.00    0.00    1040/2080        std::_Vector_base<std::bitset<4ul>, std::allocator<std::bitset<4ul> > >::_Vector_impl::_Vector_impl(std::allocator<std::bitset<4ul> > const&) [282]
[191]    0.0    0.00    0.00    2080         std::allocator<std::bitset<4ul> >::allocator(std::allocator<std::bitset<4ul> > const&) [191]
                0.00    0.00    2080/2080        std::__new_allocator<std::bitset<4ul> >::__new_allocator(std::__new_allocator<std::bitset<4ul> > const&) [194]
-----------------------------------------------
                0.00    0.00    2080/2080        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > > >::construct<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > >&, std::pair<Board::PatternType const, std::bitset<4ul> >*, std::pair<Board::PatternType const, std::bitset<4ul> > const&) [195]
[192]    0.0    0.00    0.00    2080         void std::__new_allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > >::construct<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::pair<Board::PatternType const, std::bitset<4ul> >*, std::pair<Board::PatternType const, std::bitset<4ul> > const&) [192]
                0.00    0.00    2080/12480       std::pair<Board::PatternType const, std::bitset<4ul> > const& std::forward<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::remove_reference<std::pair<Board::PatternType const, std::bitset<4ul> > const&>::type&) [86]
-----------------------------------------------
